SKU_ID,ProductID,CPU,GPU,VRAM,RAM,StorageType,StorageCapacity,ScreenSize,Weight,Price,Stock
ACE-8Y9EN,191,Intel Core i5 (13th Gen) Processor,Iris Xe,0,16,SSD,512,14.0,1.49,79990,10
D560725WIN9SE,53,Intel Core i3 (11th Gen),Integrated,0,8,SSD,256,14.0,1.36,63999,29
7L035PA,192,AMD Quad-Core Ryzen 5,Radeon,0,16,SSD,512,15.6,1.79,50990,22
7L033PA,193,AMD Quad-Core Ryzen 5,Radeon,0,8,SSD,512,15.6,1.7,46490,4
ACE-OWMAZ,12,Intel Core i5 (13th Gen) Processor,"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,512,16.0,2.99,94990,5
HP-VXEBV,194,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,16.1,2.8,68212,29
81WB018YIN,195,Intel Core i3 (10th Gen),UHD,0,8,HDD,1024,15.6,1.74,36990,14
82K10168IN,196,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.29,66990,30
7K4W8PA,197,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.3,2.38,60990,16
82K2028AIN,196,AMD Quad-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",4,8,SSD,512,15.6,2.71,57990,17
82HS009GIN,198,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.44,57300,16
ASU-IJSYO,199,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.51,36496,32
ACE-MMB7V,200,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.26,47990,39
D560659WIN9S,34,Intel Core i5 (11th Gen),Integrated,0,16,SSD,512,15.6,1.81,51999,48
87B80PA,201,AMD Hexa-Core Ryzen 5,"Radeon RX 6500M GPU, 4 GB",4,16,SSD,512,15.6,1.6,55999,33
HP-ICTMI,202,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.3,65990,4
D560243HIN9S,203,AMD Hexa-Core Ryzen 5,"Radeon RX 5600M GPU, 6 GB",6,8,SSD,512,15.6,1.94,75300,25
8F4Z7PA,204,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.46,77490,33
ASU-5OSGB,205,Intel Core i3 (10th Gen),Integrated,0,8,HDD,1024,14.0,1.49,28700,33
6K9J2PA,206,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,1024,14.0,1.53,87490,24
82R10049IN,207,AMD Dual-Core Ryzen 3,Radeon,0,8,SSD,512,15.6,1.89,31651,33
552W7PA,208,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,16.1,2.91,69990,22
MSI-U9GLI,209,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,14.0,1.41,31990,4
ACE-JWWV9,158,Intel Core i7 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,512,15.6,2.3,90990,43
82KU024JIN,210,AMD Octa-Core Ryzen 7,Radeon,0,16,SSD,512,15.6,1.63,47990,27
67V53PA,211,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,15.6,1.68,61990,29
637S4PA,212,Intel Pentium Quad-Core,UHD,0,8,SSD,256,14.0,1.44,28799,38
D560720WIN9B,34,Intel Core i3 (11th Gen),Integrated,0,8,SSD + HDD,1280,15.6,1.65,40850,23
3V6Q0PA,213,AMD Quad-Core Ryzen 3,Radeon,0,8,SSD,512,15.6,1.68,34074,11
6B5R3PA,214,AMD Quad-Core Ryzen 3,Radeon,0,8,SSD,512,14.0,1.35,27390,31
D560492WIN9BE,215,Intel Core i3 (11th Gen),UHD,0,4,SSD,256,15.6,1.7,39799,9
ASU-HWTEY,216,Intel Core i3 (11th Gen),UHD Graphics,0,8,SSD,256,14.0,1.55,46990,28
HON-TWIZM,217,Intel Core i5 (10th Gen) Processor,UHD,0,8,SSD,512,14.0,1.62,46990,18
7S460PA,218,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,13.3,1.18,63666,38
661X0PA,219,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.37,72190,34
D552278WIN9S,14,Intel Core i3 (11th Gen),Integrated,0,8,SSD,512,14.0,1.59,31990,22
ASU-XEFE3,220,AMD Dual-Core Ryzen 3,Radeon,0,8,SSD,256,15.6,1.69,32990,27
D560871WIN9B,69,Intel Core i5 (12th Gen),Integrated,0,8,SSD,512,15.6,1.83,48990,8
ACE-DA9DD,221,Intel Core i5 (11th Gen) Processor,Iris Xe,0,8,SSD,512,15.6,1.93,54990,2
82FG00BPIN,141,Intel Core i5 (11th Gen),"GeForce MX450 GPU, 2 GB",2,8,SSD + HDD,1280,15.6,1.73,69500,11
D560900WIN9B,69,Intel Core i5 (12th Gen),Integrated,0,8,SSD + HDD,1280,15.6,1.73,63990,33
82JU018YIN,222,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,512,15.6,2.35,112999,48
D552204WIN9BE,223,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.55,44999,49
MSI-279UQ,224,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.52,48790,23
ASU-AVUGC,225,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,15.6,1.71,43837,21
7P704PA,226,Intel Core i5 (13th Gen),Iris Xe,0,8,SSD,1024,15.6,1.83,59999,33
6D4L1PA,227,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,1024,15.6,1.91,87543,5
82K101LHIN,18,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",4,16,SSD,512,15.6,2.43,52854,32
D560476WIN9S,53,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.53,76999,21
7P703PA,228,3.4 Ghz Processor,Iris Xe,0,8,SSD,512,15.6,1.78,53890,16
MSI-5WTSN,229,Intel Core i7 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,512,15.6,2.12,92990,31
7P705PA,230,Intel Core i5 (13th Gen),Integrated,0,16,SSD,512,15.6,1.85,56999,49
ASU-A99QG,231,Intel Core i5 (10th Gen),Integrated,0,8,SSD,512,14.0,1.65,42990,37
HON-JKIKL,217,Intel Core i3 (10th Gen),UHD,0,8,SSD,256,14.0,1.35,39990,43
MSI-V8063,232,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.33,44519,12
82EY00L4IN,196,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 Ti GPU, 4 GB",4,8,SSD,512,15.6,2.12,68000,49
D560424WIN9S,215,Intel Core i3 (11th Gen),UHD,0,8,HDD,1024,15.6,1.69,41100,31
HP-E55YD,233,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,14.0,1.35,78000,30
6Q0Z5PA,234,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,14.0,1.55,74723,37
62Y23PA,235,AMD Dual-Core Ryzen 3,Radeon Vega 8,0,8,SSD,512,15.6,1.86,26390,36
ZEB-7SNK3,236,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.61,39990,46
82K1004CIN,109,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.17,71950,27
D552234WIN9B,237,AMD Dual-Core Ryzen 3,Radeon,0,8,HDD,1024,14.0,1.49,33571,24
ASU-BVS3Y,238,Intel Core i7 (12th Gen),UHD,0,16,SSD,512,15.6,1.69,64990,4
ZEB-GJSRS,236,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,15.6,1.77,37990,12
D560786WIN9B,34,Intel Core i5 (11th Gen),Integrated,0,8,SSD,512,15.6,1.91,43990,2
82XF003GIN,239,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,16.0,2.39,66990,15
ACE-4ROP5,12,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",8,16,SSD,1024,16.0,3.13,149990,26
82SB00V4IN,196,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.11,63990,14
82HS0196IN,240,Intel Core i3 (11th Gen),UHD,0,8,SSD,256,14.0,1.51,49995,18
ACE-GNFIM,241,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,15.6,1.61,49431,28
ASU-ACJCK,242,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.35,110490,30
82JU00SYIN,222,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,15.6,2.41,99825,7
788X8PA,243,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.7,66999,10
HP-UTLG2,244,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,1024,14.0,1.58,89990,50
SAM-A0HUG,245,Qualcomm Snapdragon Octa-Core,Adreno,0,4,SSD,128,14.0,1.44,30990,30
ACE-7U2ON,246,Intel Core i5 (7th Gen),"GeForce GTX 1060 GPU, 6 GB",6,16,SSD + HDD,1152,15.6,2.01,109990,19
7G6H0PA,247,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.32,42999,6
D552305WIN9BE,248,AMD Quad-Core Ryzen 3,Radeon,0,8,SSD,256,14.0,1.63,38961,36
ASU-QTD5X,249,Intel Core i7 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.46,56990,17
D560438WIN9SE,215,Intel Core i5 (11th Gen),"GeForce MX330 GPU, 2 GB",2,8,SSD + HDD,1280,15.6,1.77,47187,31
MSI-AA4V9,250,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",4,8,SSD,512,15.6,2.06,42990,25
D552226WIN9BE,251,Intel Core i3 (10th Gen),Integrated,0,4,SSD + HDD,1280,14.0,1.5,42290,33
82K1019AIN,18,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.4,70800,43
D560466WIN9S,53,Intel Core i5 (11th Gen),UHD,0,8,SSD,512,14.0,1.47,62999,43
82FJ00BEIH,252,AMD Dual-Core Athlon,Radeon,0,4,SSD,256,14.0,1.38,22990,32
82FG0148IN,253,Intel Core i5 (11th Gen),"GeForce MX450 GPU, 2 GB",2,16,SSD,512,15.6,1.74,62999,31
Z6X93PA,254,AMD Quad-Core APU,Radeon R2,0,4,HDD,1024,15.6,1.81,24499,31
82XV00F4IN,255,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,SSD,512,15.6,2.18,84990,27
ASU-9RKIG,256,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,14.0,1.52,64990,25
6J8N3PA,257,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,15.6,1.73,49999,8
50N49PA,258,Intel Core i5 (11th Gen) Processor,Iris X,0,8,SSD,512,15.6,1.91,60900,43
D560723WIN9S,34,Intel Core i5 (11th Gen),Integrated,0,8,SSD + HDD,1280,15.6,1.79,54749,43
83BG000PIN,259,Intel Core i5 (12th Gen),UHD,0,16,SSD,512,16.0,2.48,61990,5
ASU-3MRB8,260,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,15.6,1.84,64990,3
ASU-BCRS0,261,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.55,63990,2
ASU-QYZAK,262,AMD Hexa-Core Ryzen 5 Processor,Radeon Vega 7,0,16,SSD,512,16.0,2.13,57990,42
D552172WIN9DE,223,Intel Core i5 (11th Gen),"GeForce MX330 GPU, 2 GB",2,8,SSD,512,14.0,1.48,56999,13
6D4K7PA,263,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.67,80116,29
82FJ00BLIH,252,AMD Dual-Core Athlon,Radeon,0,4,SSD,256,14.0,1.45,29990,34
D552163WIN9BE,264,Intel Core i3 (11th Gen) Processor,UHD,0,4,SSD + HDD,1280,14.0,1.46,40801,11
82K200X3IN,43,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.18,81990,32
7Q6Z0PA,265,Intel Core i3 (13th Gen),Iris Xe,0,8,SSD,512,15.6,1.88,44990,43
7Q6Y9PA,266,Intel Core i3 (13th Gen),Integrated,0,8,SSD,512,15.6,1.63,43489,38
82X60013IN,267,Intel Core i3 (13th Gen),UHD,0,8,SSD,512,14.0,1.61,45990,46
MSI-P8E83,268,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD + HDD,1280,15.6,2.1,86990,35
82EY00RYIN,196,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.42,60900,2
7S4P3PA,269,Intel Core i7 (13th Gen),Iris Xe,0,16,SSD,1024,15.6,1.71,83990,8
81N300KNIN,8,AMD Dual-Core A6 APU,Radeon R4,0,4,HDD,1024,15.6,1.69,25015,13
82FJ00AGIH,252,AMD Dual-Core Athlon,Radeon Graphics,0,4,SSD,256,14.0,1.64,24050,1
7N760PA,270,Intel Core i5 (13th Gen),Integrated,0,16,SSD,1024,14.0,1.53,78900,44
IN352092K4N001ORS1,69,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.82,52800,18
ZEB-ULZR3,271,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,15.6,1.73,31990,20
ASU-05L2B,272,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.37,65990,33
ACE-0YIKM,273,Intel Core i5 (11th Gen) Processor,Iris Xe,0,8,HDD,1024,14.0,1.38,52900,7
D560437WIN9SE,215,Intel Core i5 (11th Gen),Iris Xe,0,4,SSD + HDD,1280,15.6,1.8,55499,43
SAM-I7G30,274,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.94,61990,31
ZEB-VGEFO,275,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.67,50990,5
ASU-2P623,276,Intel Core i3 (11th Gen),UHD Graphics,0,8,SSD,512,14.1,1.42,38400,14
ZEB-PVVLY,275,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,1024,15.6,1.85,52990,41
ASU-DG3WY,277,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",4,8,SSD,1024,15.6,2.25,62990,11
D560866WIN9S,69,Intel Core i5 (12th Gen),UHD,0,8,SSD,512,15.6,1.85,47490,44
7H5D3PA,278,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,13.4,1.39,81199,15
ASU-5GGGY,279,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,16.0,2.22,52990,28
ACE-ID2QK,280,Intel Core i3 (11th Gen),UHD,0,8,SSD,256,15.6,1.69,30729,36
D560736WIN9B,3,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.26,69700,10
82C2S02K00,281,Intel Celeron Dual-Core,Integrated,0,4,SSD,256,14.0,1.51,25999,11
D552217WIN9D,223,Intel Core i3 (11th Gen),Integrated UHD,0,8,SSD,256,14.0,1.59,39275,32
82H70175IN,2,Intel Core i5 (11th Gen),Iris Xe Graphics,0,16,SSD,512,14.0,1.68,60990,39
ACE-9LY10,282,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,15.6,1.94,31990,7
D560817WIN9B,49,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.08,66215,45
INF-1E960,72,Intel Core i7 (10th Gen),"UHD GPU, 128 MB",0,16,SSD,512,14.0,1.54,45990,37
82K100MVIN,18,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.54,63000,37
82H801CWIN,2,Intel Core i5 (11th Gen) Processor,UHD,0,8,SSD,512,15.6,1.68,56499,14
82XV00BRIN,283,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",8,16,SSD,512,15.6,2.58,97990,28
APP-R8TP8,284,Intel Core i5 (8th Gen),Iris Plus 655,0,8,SSD,512,13.3,1.59,162990,23
MSI-XLBFR,285,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.03,64990,12
ACE-YMIRD,158,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.25,72899,26
81WB01EFIN,114,Intel Core i3 (10th Gen),UHD,0,8,SSD,256,15.6,1.65,37689,14
D560639WIN9B,286,Intel Core i5 (11th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",4,16,SSD,512,15.6,2.24,69490,10
APP-I99UK,287,Apple M2 Processor,M2 Integrated,0,8,SSD,512,13.6,1.25,108990,38
FUJ-794YK,288,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,13.3,1.38,89990,9
ACE-0KUGI,273,Intel Core i3 (11th Gen) Processor,UHD,0,8,HDD,1024,14.0,1.35,37890,48
ASU-USILU,289,AMD Hexa-Core Ryzen 5 Processor,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,1024,15.6,2.25,84990,32
82S9017TIN,290,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.52,65547,16
82XQ008VIN,291,AMD Quad-Core Ryzen 5,Radeon 610M,0,16,SSD,512,15.6,1.67,43490,34
ACE-G9ISQ,158,Intel Core i7 (12th Gen),"GeForce RTX 3050 Ti  GPU, 4 GB",4,16,SSD + HDD,1536,15.6,2.26,104990,27
INF-XFKDO,292,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,16.0,2.45,43990,13
D560745WIN9B,34,Intel Core i5 (11th Gen),Integrated,0,8,SSD,512,15.6,1.65,38990,2
ASU-4HMLL,293,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,14.0,1.5,35990,50
ASU-DZKFB,294,Intel Core i3 (11th Gen),UHD Graphics,0,8,SSD + HDD,1280,14.0,1.32,38990,4
FUJ-I5S5Q,295,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,512,13.3,1.3,99990,21
ASU-PBGXP,296,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,14.0,1.47,37990,38
ASU-O0XLE,297,AMD Quad-Core Ryzen 5,Radeon,0,16,SSD,512,15.6,1.64,55300,11
FUJ-XT7KS,298,Intel Core i7 (11th Gen),Iris Xe,0,16,SSD,512,13.3,1.32,83590,9
ASU-TPQM3,299,Intel Core i3 (13th Gen),UHD,0,8,SSD,512,14.0,1.48,42990,19
ASU-IV007,300,Intel Core i3 (13th Gen),Integrated,0,8,SSD,512,14.0,1.57,42990,32
21DJA049IH,301,Intel Core i5 (12th Gen),UHD,0,8,SSD,512,15.6,1.8,54990,39
82LN00JSIN,302,AMD Octa-Core Ryzen 7,Radeon,0,16,SSD,512,15.6,1.79,52990,25
6Q0M9PA,303,AMD Dual-Core Ryzen 3,Radeon Graphics,0,8,SSD,256,15.6,1.7,38990,39
D560479WIN9S,304,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,15.6,1.77,74999,3
67G61PA,305,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.59,64207,30
82SF008YIN,306,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.87,55990,37
82H801DHIN,2,Intel Core i3 (11th Gen),UHD,0,8,SSD,256,15.6,1.67,41000,44
MSI-05DLK,307,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 6 GB",6,8,SSD,512,15.6,2.47,67650,30
ASU-3JTUF,308,AMD Octa-Core Ryzen 9,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,1024,13.4,1.97,153662,45
82HU00PQIN,309,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,14.0,1.38,56990,10
D560774WIN9S,310,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,14.0,1.41,60802,34
MSI-D52MW,311,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,14.0,1.45,59990,22
MSI-1ZGRX,312,Intel Core i5 (12th Gen),"GeForce RTX 4060 GPU, 8 GB",8,16,SSD + HDD,1280,15.6,2.13,65990,7
360L6PA,313,Intel Core i5 (11th Gen),"GeForce MX350 GPU, 2 GB",2,8,HDD,1024,15.6,1.74,54350,29
MSI-O4CC8,314,Intel Core i7 (13th Gen),Iris Xe,0,16,SSD,512,14.0,1.35,69990,47
82KDA00XIH,190,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,15.6,1.86,46190,14
7L029PA,315,AMD Quad-Core Ryzen 3,Radeon,0,8,SSD,512,15.6,1.88,34490,47
ASU-2K6RO,316,AMD Octa-Core Ryzen 9,"Radeon RX 6800M GPU, 12 GB",12,16,SSD,1024,15.6,2.32,129990,50
82A300MBIN,317,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.64,76200,28
82XD003NIN,318,Intel Core i5 (13th Gen),UHD,0,16,SSD,512,14.0,1.48,65989,47
INF-GAWPB,58,Intel Core i7 (13th Gen),Iris Xe,0,32,SSD,1024,15.6,1.65,66990,14
ASU-0LTDD,319,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,16.0,2.48,64990,23
MSI-G6A9S,320,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 6 GB",6,16,SSD,512,15.6,2.59,76990,20
ASU-VCUAG,321,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.59,72499,21
D560691WIN9S,304,Intel Core i5 (11th Gen),"GeForce MX450 GPU, 2 GB",2,16,SSD,512,15.6,1.67,76990,11
MSI-SU0KS,322,Intel Core i3 (11th Gen),Integrated,0,8,SSD,512,15.6,1.69,33990,29
ASU-SF7AZ,323,Intel Core i3 (11th Gen),Integrated,0,8,SSD,512,15.6,1.66,40574,43
82XF003JIN,239,Intel Core i7 (13th Gen),Iris Xe,0,16,SSD,512,16.0,2.37,86190,34
82XD0040IN,324,Intel Core i7 (13th Gen),UHD,0,16,SSD,512,14.0,1.56,82790,1
WIN-UVVQ4,325,Intel Core i7 (11th Gen),Iris Plus,0,16,SSD,512,14.0,1.31,49990,3
82JD005KIN,326,Intel Core i7 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,16.0,2.4,124990,34
82C5A00AIH,190,Intel Core i3 (10th Gen),UHD,0,4,HDD,1024,15.6,1.64,33500,12
D560632WIN9S,53,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.64,79299,23
21E6S05B00,327,Intel Core i5 (12th Gen),UHD,0,8,SSD,512,15.6,1.61,65990,28
20V9A05KIH,328,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,1024,15.0,1.8,65990,26
ASU-TI37V,329,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.66,59900,30
499C0PA,330,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 Ti GPU, 4 GB",4,8,SSD,512,15.6,2.4,76990,7
ASU-MVD3F,331,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.7,60990,50
943V8PA,332,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,15.6,1.7,48999,45
ASU-CBCM2,333,Intel Core i5 (10th Gen),"GeForce MX250 GPU, 2 GB",2,8,SSD,512,14.0,1.1,79990,8
ACE-FJU5B,334,Intel Core i7 (11th Gen),Iris Xe,0,16,SSD,1024,14.0,1.59,42990,44
82HU00CNIN,309,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,14.0,1.46,77900,29
D560803WIN9B,34,Intel Core i5 (11th Gen),Integrated,0,8,SSD + HDD,1280,15.6,1.72,51299,44
20TDS0G700,327,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,15.6,1.88,66000,33
552X3PA,335,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,16.1,3.16,119990,47
6L0L1PA,336,Intel Core i7 (12th Gen),Iris Xe Graphics,0,16,SSD,1024,13.3,1.17,104990,20
82ND00DNIN,337,AMD Octa-Core Ryzen 7,Radeon,0,16,SSD,512,13.3,1.27,79469,19
ASU-IGSFJ,338,Intel Core i7 (12th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,15.6,2.29,144990,39
ASU-2DLTW,339,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,15.6,1.82,47990,18
81WB01E9IN,114,Intel Core i3 (10th Gen),UHD,0,8,HDD,1024,15.6,1.65,35990,18
6K7X2PA,340,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,512,13.3,1.23,108999,14
82KDA01DIH,190,AMD Quad-Core Ryzen 3,Integrated,0,8,SSD,256,15.6,1.61,29490,35
20VDA0TLIH,341,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.58,61980,17
ACE-P2JC1,342,AMD Hexa-Core Ryzen 5 Processor,Radeon,0,16,SSD,512,15.6,1.74,36990,17
ACE-3F8IQ,342,AMD Hexa-Core Ryzen 5 Processor,Radeon,0,8,SSD,512,15.6,1.86,34890,26
ASU-0FTGI,343,Intel Core i3 (13th Gen),UHD,0,8,SSD,512,15.6,1.66,42990,32
ASU-78NER,344,Intel Core i3 (13th Gen),UHD,0,8,SSD,512,15.6,1.66,42990,27
ASU-P9HGM,345,Intel Core i3 (13th Gen),UHD,0,8,SSD,512,15.6,1.69,42990,26
MSI-DYI02,346,Intel Core i7 (12th Gen),Iris Xe,0,8,SSD,512,14.0,1.58,64990,2
ACE-55GO0,347,Intel Core i3 (12th Gen),UHD,0,8,SSD,256,14.0,1.31,27990,14
81WB014SIN,348,Intel Core i5 (10th Gen),UHD,0,8,SSD,512,15.6,1.94,51000,26
552W8PA,349,Intel Core i7 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,512,16.1,2.62,109990,48
ASU-ESOJK,350,Intel Core i3 (13th Gen),UHD,0,8,SSD,512,15.6,1.66,39900,12
ACE-9Z0SW,347,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,14.0,1.5,29990,43
D560469WIN9S,53,Intel Core i7 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.65,88999,2
MSI-3RM8S,351,Intel Core i7 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.57,77990,12
ACE-BM8U8,352,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,14.0,1.65,61990,13
8Q3X6PA,353,Intel Core i5 (12th Gen) Processor,UHD,0,16,SSD,512,15.6,1.66,51799,26
D552309WIN9BE,248,AMD Quad-Core Ryzen 3,Radeon,0,8,SSD,512,14.0,1.5,35490,9
20TDS0T200,327,Intel Core i3 (11th Gen),UHD Graphics,0,8,SSD,512,15.6,1.61,46990,9
81H53PA,354,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,512,15.6,2.37,99990,50
ASU-ULGBU,355,Intel Core i5 (11th Gen),Iris Xe Graphics,0,16,SSD,512,17.3,2.42,51990,38
ASU-W4293,356,Intel Core i7 (12th Gen),"GeForce RTX 3070 GPU, 8 GB",8,16,SSD,1024,15.6,2.07,164980,15
ACE-OQB6B,357,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 ",0,8,SSD,512,15.6,2.32,65490,28
